organismo,fecha_acta,fecha_envio-onc,descripcion,ccoo,planilla-adjunta,acto-administrativo
Ministerio de Defensa,2020-04-28,2020-06-26,"Comunicación Oficial enviada por el Ministerio de Defensa con el detalle del procedimiento COVID-19 Nº012/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-40920931-apn-dgadmd_0.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-40920931-apn-dgadmd_1.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-37169188-apn-md_0.pdf
Ministerio de Economía,2020-05-27,2020-06-26,"Comunicación Oficial enviada por el Ministerio de Economía con el detalle del procedimiento COVID-19 Nº2/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-40928029-apn-dcpysmec.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-40928029-apn-dcpysmec_ok.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-40026159-apn-ssadynpmec.pdf
Ministerio de Defensa,2020-04-13,2020-06-26,"Comunicación Oficial rectificatoria enviada por el Ministerio de Defensa con el detalle del procedimiento COVID-19 Nº009/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-41039456-apn-dgadmd.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-41039456-apn-dgadmd.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-30057717-apn-sspoysldmd.pdf
Superintendencia de Servicios de Salud,2020-06-17,2020-06-26,"Comunicación Oficial enviada por la Superintendencia de Servicios de Salud con el detalle del procedimiento COMPR.AR 71-0017-CDI20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-41066460-apn-ccypsss.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-41066460-apn-ccypsss.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-40762933-apn-sssms.pdf
Ministerio de Salud,2020-05-28,2020-06-29,"Comunicación Oficial enviada por la Colonia Nacional Montes de Oca - Ministerio de Salud con el detalle del procedimiento COVID-19 Nº 08/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-41320609-apn-dtacnmo_0.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-41320609-apn-dtacnmo_ok.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-38441867-apn-dcnmo.pdf
Ministerio de Salud,2020-04-17,2020-06-30,"Comunicación Oficial enviada por la Colonia Nacional Montes de Oca - Ministerio de Salud con el detalle del procedimiento COVID-19 Nº 03/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-41688836-apn-dtacnmo.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-41688836-apn-dtacnmo.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-38982016-apn-dcnmo.pdf
Ministerio de Salud,2020-05-22,2020-06-30,"Comunicación Oficial enviada por la Colonia Nacional Montes de Oca - Ministerio de Salud con el detalle del procedimiento COVID-19 Nº 06/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-41714347-apn-dtacnmo.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-41714347-apn-dtacnmo.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-38980976-apn-dcnmo.pdf
Ministerio de Salud,2020-05-26,2020-06-30,"Comunicación Oficial enviada por la Colonia Nacional Montes de Oca - Ministerio de Salud con el detalle del procedimiento COVID-19 Nº 07/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-41715952-apn-dtacnmo.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-41715952-apn-dtacnmo.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-37947521-apn-dcnmo.pdf
Gendarmería Nacional Argentina,2020-05-27,2020-07-01,"Comunicación Oficial enviada por la Gendarmería Nacional Argentina - Escuadron 7 Paso de los Libres ""Cabo Misael Pereyra""con el detalle del procedimiento COVID-19 Nº01/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-42015097-apn-espalibregna.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-42015097-apn-espalibregna.xlsx,https://www.argentina.gob.ar/sites/default/files/acto-2020-41355486-apn-espalibregna.pdf
Ministerio de Salud,2020-04-07,2020-07-07,"Comunicación Oficial enviada por la Colonia Nacional Montes de Oca - Ministerio de Salud con el detalle del procedimiento COVID-19 Nº 01/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-43398766-apn-dtacnmo.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-43398766-apn-dtacnmo.xlsx,https://www.argentina.gob.ar/sites/default/files/rs-2020-41390314-apn-dcnmo.pdf
Armada Argentina,2020-05-28,2020-07-09,"Comunicación Oficial enviada por la Armada Argentina - Cuartel General del Estado Mayor General de la Armada con el detalle del procedimiento COMPR.AR 38/19-0094-CDI20 / COVID-19, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-43903759-apn-cuemara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-43903759-apn-cuemara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-39775559-apn-dgsaara.pdf
Armada Argentina,2020-06-02,2020-07-09,"Comunicación Oficial enviada por la Armada Argentina - Cuartel General del Estado Mayor General de la Armada con el detalle del procedimiento COMPR.AR 38/19-0100-CDI20 / COVID-19, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-43903778-apn-cuemara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-43903778-apn-cuemara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-39400770-apn-dgsaara.pdf
Armada Argentina,2020-05-27,2020-07-09,"Comunicación Oficial enviada por la Armada Argentina - Cuartel General del Estado Mayor General de la Armada con el detalle del procedimiento COMPR.AR 38/19-0096-CDI20 / COVID-19, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-43903796-apn-cuemara.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-43903796-apn-cuemara.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-38414505-apn-dgsaara.pdf
Ministerio de Salud,2020-03-18,2020-07-11,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento COVID-19 01/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-44176792-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-44176792-apn-ssgams_1.xlsx,https://www.argentina.gob.ar/sites/default/files/if-2020-36433682-apn-dgpfems.pdf
Ministerio de Salud,2020-04-15,2020-07-11,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento COVID-19 02/2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-44176792-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-44176792-apn-ssgams_2.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-29208993-apn-ssgams.pdf
Ministerio de Salud,2020-03-23,2020-07-11,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento Compulsa de precios 80/12-0001-LPU20, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-44176792-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-44176792-apn-ssgams_3.xlsx,https://www.argentina.gob.ar/sites/default/files/if-2020-25423316-apn-ssgams.pdf
Ministerio de Salud,2020-04-28,2020-07-11,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento COVID-19 N° GO-DIR-01-2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-44176792-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-44176792-apn-ssgams_4.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-32019118-apn-ssgams.pdf
Ministerio de Salud,2020-04-15,2020-07-11,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento COVID-19 N° GO-DIR-02-2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-44176792-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-44176792-apn-ssgams_5.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-32025791-apn-ssgams.pdf
Ministerio de Salud,2020-04-12,2020-07-11,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento COVID-19 N° GO-DIR-03-2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-44176792-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-44176792-apn-ssgams_6.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-32677453-apn-ssgams.pdf
Ministerio de Salud,2020-04-11,2020-07-11,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento COVID-19 N° GO-DIR-04-2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-44176792-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-44176792-apn-ssgams_7.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-32677453-apn-ssgams.pdf
Ministerio de Salud,2020-04-17,2020-07-11,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento COVID-19 N° GO-DIR-05-2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-44176792-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-44176792-apn-ssgams_8.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-32677453-apn-ssgams.pdf
Ministerio de Salud,2020-04-14,2020-07-11,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento COVID-19 N° GO-DIR-06-2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-44176792-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-44176792-apn-ssgams_9.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-32678189-apn-ssgams.pdf
Ministerio de Salud,2020-05-04,2020-07-11,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento COVID-19 N° GO-DIR-08-2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-44176792-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-44176792-apn-ssgams_10.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-33351678-apn-ssgams.pdf
Ministerio de Salud,2020-05-06,2020-07-11,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento COVID-19 N° GO-DIR-09-2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-44176792-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-44176792-apn-ssgams_11.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-35430592-apn-ssgams.pdf
Ministerio de Salud,2020-05-04,2020-07-11,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento COVID-19 N° GO-DIR-10-2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-44176792-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-44176792-apn-ssgams_12.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-37111665-apn-ssgams.pdf
Ministerio de Salud,2020-04-29,2020-07-11,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento COVID-19 N° GO-DIR-11-2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-44176792-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-44176792-apn-ssgams_13.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-30500765-apn-ssgams.pdf
Ministerio de Salud,2020-06-05,2020-07-11,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento COVID-19 N° GO-DIR-12-2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-44176792-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-44176792-apn-ssgams_14.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-42130510-apn-ssgams.pdf
Ministerio de Salud,2020-04-09,2020-07-11,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento COVID-19 N° GO-RFQ-02-2020, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-44176792-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-44176792-apn-ssgams_15.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-27351997-apn-ssgams.pdf
Ministerio de Salud,2020-03-23,2020-07-11,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento COVID-19 N° GO-RFQ-01-2020 (subsanación en Nota NO-2020-44263197-APN-SSGA#MS), planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-44176792-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-44176792-apn-ssgams_16.xlsx,https://www.argentina.gob.ar/sites/default/files/if-2020-25423316-apn-ssgams_0.pdf
Ministerio de Salud,2020-03-18,2020-07-11,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento COVID-19 N° PMAPSECNT2-59-CD-B, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-44176792-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-44176792-apn-ssgams_17.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-34506804-apn-ssgams.pdf
Ministerio de Salud,2020-03-17,2020-07-11,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento COVID-19 N° PMAPSECNT2-60-CD-B, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-44176792-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-44176792-apn-ssgams_18.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-34506804-apn-ssgams.pdf
Ministerio de Salud,2020-03-20,2020-07-11,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento COVID-19 N° PMAPSECNT2-61-CD-B, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-44176792-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-44176792-apn-ssgams_19.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-34506804-apn-ssgams.pdf
Ministerio de Salud,2020-03-25,2020-07-11,"Comunicación Oficial enviada por el Ministerio de Salud - Dirección General de Proyectos con Financiamiento Externo con el detalle del procedimiento COVID-19 N° PMAPSECNT2-62-CD-B, planilla adjunta y acto administrativo.",https://www.argentina.gob.ar/sites/default/files/no-2020-44176792-apn-ssgams.pdf,https://www.argentina.gob.ar/sites/default/files/planilla_no-2020-44176792-apn-ssgams_20.xlsx,https://www.argentina.gob.ar/sites/default/files/di-2020-34506804-apn-ssgams.pdf
